video,sentence,start,end
SI9dBcTjHvk-00_06_50.617-00_07_25.069.mp4,his maternal grandmother his mother s mother pam embry thierry said on a facebook page named justice for grant whitaker that his body was cremated and that his remains are now with the family,00:06:50.617,00:07:25.069
SI9dBcTjHvk-00_09_54.509-00_09_56.345.mp4,so he s back behind bars,00:09:54.509,00:09:56.345
SI9dBcTjHvk-00_09_24.688-00_09_30.068.mp4,he died from being violently shaken and he had broken limbs,00:09:24.688,00:09:30.068
SI9dBcTjHvk-00_09_14.845-00_09_19.140.mp4,the infant was only three months old and named levi,00:09:14.845,00:09:19.140
SI9dBcTjHvk-00_08_57.995-00_09_14.845.mp4,grant s father chad wheeler went to prison when grant was a toddler for murdering his son from a different mother,00:08:57.995,00:09:14.845
SI9dBcTjHvk-00_08_47.777-00_08_57.995.mp4,she served in the air force and is a registered nurse rn and lives in illinois,00:08:47.777,00:08:57.995
SI9dBcTjHvk-00_08_27.088-00_08_47.777.mp4,pam said grant s mother courtney whitaker bun had him when she was a young teenager,00:08:27.088,00:08:47.777
SI9dBcTjHvk-00_08_22.834-00_08_27.088.mp4,that picture is his facebook profile picture,00:08:22.834,00:08:27.088
SI9dBcTjHvk-00_08_01.939-00_08_19.415.mp4,she said that day was very special to her because on april 12 of this year grant was in illinois and that s when he took the picture of himself with his cousin and two half brothers,00:08:01.939,00:08:19.415
SI9dBcTjHvk-00_07_48.884-00_08_01.939.mp4,pam plans to bury grant s remains on april 12th in illinois because that is grant s birthday,00:07:48.884,00:08:01.939
SI9dBcTjHvk-00_07_34.327-00_07_48.884.mp4,pam told me that deaf people from all over the u.s. came to illinois and that she was stunned and moved that they would do this,00:07:34.327,00:07:48.884
SI9dBcTjHvk-00_09_30.068-00_09_54.509.mp4,according to a newspaper in central illinois the pantagraph he was released after 21 years in 2017 but is now back in prison for aggravated domestic battery when he attempted to strangle his girlfriend,00:09:30.068,00:09:54.509
SI9dBcTjHvk-00_02_33.110-00_02_48.209.mp4,on sunday night at 9:30pm a tornado touched down on the northern part of dallas and continued on the path for about 15 miles,00:02:33.110,00:02:48.209
IEf4PpwwHFY-00_05_52.851-00_06_05.490.mp4,the bsa admitted that they have not always responded to allegations in the past and said they are now working with law enforcement,00:05:52.851,00:06:05.490
IEf4PpwwHFY-00_06_40.899-00_07_04.841.mp4,cyntoia brown was released from a nashville prison today after serving 15 years of a life sentence for shooting and killing a man who paid her for sex when she was 16,00:06:40.899,00:07:04.841
IEf4PpwwHFY-00_18_27.980-00_18_30.608.mp4,how do you identify yourself,00:18:27.980,00:18:30.608
IEf4PpwwHFY-00_18_13.967-00_18_20.891.mp4,suppose there is a same sex husband couple who has a nephew and niece,00:18:13.967,00:18:20.891
IEf4PpwwHFY-00_18_11.423-00_18_13.967.mp4,how do you identify yourself,00:18:11.423,00:18:13.967
IEf4PpwwHFY-00_18_09.212-00_18_11.423.mp4,the signs for lesbian what is the difference,00:18:09.212,00:18:11.423
IEf4PpwwHFY-00_18_04.958-00_18_09.212.mp4,what is the difference between the sign and spelling it out,00:18:04.958,00:18:09.212
IEf4PpwwHFY-00_18_01.497-00_18_04.958.mp4,i am gay,00:18:01.497,00:18:04.958
IEf4PpwwHFY-00_18_01.156-00_18_01.497.mp4,no,00:18:01.156,00:18:01.497
IEf4PpwwHFY-00_17_59.201-00_18_01.156.mp4,but do i use this sign,00:17:59.201,00:18:01.156
IEf4PpwwHFY-00_17_56.075-00_17_59.202.mp4,i 'm gay,00:17:56.075,00:17:59.202
IEf4PpwwHFY-00_18_30.608-00_18_32.653.mp4,he 's my partner,00:18:30.608,00:18:32.653
IEf4PpwwHFY-00_17_51.028-00_17_54.740.mp4,here is a brief video from him on this topic,00:17:51.028,00:17:54.740
IEf4PpwwHFY-00_17_26.170-00_17_37.096.mp4,the conference had a keynote presentation by michael turgeon and four different workshops,00:17:26.170,00:17:37.096
IEf4PpwwHFY-00_17_20.873-00_17_25.169.mp4,it 's important to work with young people,00:17:20.873,00:17:25.169
IEf4PpwwHFY-00_17_18.537-00_17_20.873.mp4,they can be leaders,00:17:18.537,00:17:20.873
IEf4PpwwHFY-00_17_11.696-00_17_14.700.mp4,we 'll take care of you and help you with your identity,00:17:11.696,00:17:14.700
IEf4PpwwHFY-00_17_07.651-00_17_11.696.mp4,we must go and save their lives and show that we have a home,00:17:07.651,00:17:11.696
IEf4PpwwHFY-00_17_05.523-00_17_07.651.mp4,what happens next,00:17:05.523,00:17:07.651
IEf4PpwwHFY-00_17_04.147-00_17_05.523.mp4,their mental health might decline,00:17:04.147,00:17:05.523
IEf4PpwwHFY-00_17_02.312-00_17_04.147.mp4,what happens to them,00:17:02.312,00:17:04.147
IEf4PpwwHFY-00_17_00.144-00_17_02.312.mp4,they end up being alone,00:17:00.144,00:17:02.312
IEf4PpwwHFY-00_17_37.096-00_17_51.028.mp4,one workshop was led by jos -ovi velasquez with the topic lgbtquia asl and identification,00:17:37.096,00:17:51.028
IEf4PpwwHFY-00_16_55.389-00_17_00.144.mp4,parents reject them churches reject them or friends reject them,00:16:55.389,00:17:00.144
IEf4PpwwHFY-00_18_32.653-00_18_34.570.mp4,or he 's my husband,00:18:32.653,00:18:34.570
IEf4PpwwHFY-00_18_40.201-00_18_41.153.mp4,which one,00:18:40.201,00:18:41.153
IEf4PpwwHFY-00_21_05.221-00_21_18.442.mp4,bisexual gay lesbian transsexual and other people please contact us and we can help you with your identity to look into who you are and come out,00:21:05.221,00:21:18.442
IEf4PpwwHFY-00_21_00.925-00_21_03.553.mp4,let 's go back to the interview with kiel,00:21:00.925,00:21:03.553
IEf4PpwwHFY-00_20_58.464-00_21_00.925.mp4,nice that looks like a great time,00:20:58.464,00:21:00.925
IEf4PpwwHFY-00_20_23.680-00_20_29.269.mp4,here are some images of the conference which was provided by rad,00:20:23.680,00:20:29.269
IEf4PpwwHFY-00_20_09.790-00_20_23.680.mp4,there was an entertaining phun event and attendees went out to visit several places in san antonio and austin,00:20:09.790,00:20:23.680
IEf4PpwwHFY-00_20_00.365-00_20_09.790.mp4,the conference honored claudia morton as the woman of the year,00:20:00.365,00:20:09.790
IEf4PpwwHFY-00_19_50.564-00_19_59.364.mp4,this workshop will clear up the misconceptions with the right tools and information so you can know what to do,00:19:50.564,00:19:59.364
IEf4PpwwHFY-00_19_43.848-00_19_50.564.mp4,i will share how i protect them and myself from the prejudice,00:19:43.848,00:19:50.564
IEf4PpwwHFY-00_19_41.846-00_19_43.848.mp4,that 's where it 's coming from,00:19:41.846,00:19:43.848
IEf4PpwwHFY-00_18_34.570-00_18_40.201.mp4,or he 's my other half his name is shawn,00:18:34.570,00:18:40.201
IEf4PpwwHFY-00_19_31.377-00_19_41.846.mp4,"i learned later and was shocked that they only use six verses to preach against us out of 31,000 bible verses",00:19:31.377,00:19:41.846
IEf4PpwwHFY-00_19_23.953-00_19_28.666.mp4,i will share my experiences of being in an independent fundamentalist church,00:19:23.953,00:19:28.666
IEf4PpwwHFY-00_19_22.076-00_19_23.953.mp4,where is this from,00:19:22.076,00:19:23.953
IEf4PpwwHFY-00_19_15.820-00_19_22.076.mp4,some parents have kicked out their teenagers or refuse to attend a same sex wedding to celebrate,00:19:15.820,00:19:22.076
IEf4PpwwHFY-00_19_13.818-00_19_15.820.mp4,it is an intense fear,00:19:13.818,00:19:15.820
IEf4PpwwHFY-00_19_12.401-00_19_13.818.mp4,where is this coming from,00:19:12.401,00:19:13.818
IEf4PpwwHFY-00_19_07.186-00_19_12.401.mp4,we are puzzled at why religious people are still prejudiced against us,00:19:07.186,00:19:12.401
IEf4PpwwHFY-00_18_46.916-00_19_02.807.mp4,another workshop was led by taniel stamatovic wood with the topic the greatest misconception: lgbtqi vs religion,00:18:46.916,00:19:02.807
IEf4PpwwHFY-00_18_43.913-00_18_46.916.mp4,what is the correct sign to identify yourself,00:18:43.913,00:18:46.916
IEf4PpwwHFY-00_18_41.153-00_18_43.913.mp4,which vocabulary do you use,00:18:41.153,00:18:43.913
IEf4PpwwHFY-00_19_28.666-00_19_31.377.mp4,i used to be a part of it but quit it for good,00:19:28.666,00:19:31.377
IEf4PpwwHFY-00_06_05.490-00_06_19.295.mp4,they said they do have a file of names of people who are alleged predators but it appears that many of those names were never reported to police,00:06:05.490,00:06:19.295
IEf4PpwwHFY-00_16_51.467-00_16_55.389.mp4,many young people are kicked out of their homes,00:16:51.467,00:16:55.389
IEf4PpwwHFY-00_16_43.961-00_16_45.629.mp4,that 's a good question,00:16:43.961,00:16:45.629
IEf4PpwwHFY-00_10_38.095-00_11_07.041.mp4,a deaf man from los angeles california jared perez-debusk had a brief conversation on instagram with josh boone the director of cbs upcoming the stand series which is based on a stephen king novel,00:10:38.095,00:11:07.041
IEf4PpwwHFY-00_10_23.788-00_10_32.798.mp4,now brown is out of prison but is still under supervised parole until 2029,00:10:23.788,00:10:32.798
IEf4PpwwHFY-00_10_18.033-00_10_23.788.mp4,allen 's family was opposed to this decision,00:10:18.033,00:10:23.788
IEf4PpwwHFY-00_10_11.268-00_10_18.033.mp4,haslam 's decision to commute her sentence,00:10:11.268,00:10:18.033
IEf4PpwwHFY-00_10_07.773-00_10_11.268.mp4,all this led to former gov.,00:10:07.773,00:10:11.268
IEf4PpwwHFY-00_10_01.725-00_10_07.773.mp4,while in prison brown earned her ged and a bachelor 's degree,00:10:01.725,00:10:07.773
IEf4PpwwHFY-00_09_50.590-00_10_01.725.mp4,several celebrities including rihanna and kim kardashian west spoke out in support for her,00:09:50.590,00:10:01.725
IEf4PpwwHFY-00_09_35.908-00_09_50.590.mp4,in the years that followed she started to receive media attention and a documentary about her life was released in 2011,00:09:35.908,00:09:50.590
IEf4PpwwHFY-00_09_23.229-00_09_35.908.mp4,in 2006 she was convicted and sentenced to life in prison with her being eligible for parole in 2055,00:09:23.229,00:09:35.908
IEf4PpwwHFY-00_11_07.041-00_11_25.850.mp4,they talked about the casting of a hearing actor henry zaga for a role of a deaf character which has sparked backlash from multiple well known deaf actors,00:11:07.041,00:11:25.850
IEf4PpwwHFY-00_09_18.224-00_09_23.229.mp4,her defense team said it was to protect herself,00:09:18.224,00:09:23.229
IEf4PpwwHFY-00_08_55.576-00_09_08.714.mp4,she was arrested and tried as an adult on a first degree murder charge and other charges,00:08:55.576,00:09:08.714
IEf4PpwwHFY-00_08_50.446-00_08_55.576.mp4,she took money and two guns and fled,00:08:50.446,00:08:55.576
IEf4PpwwHFY-00_08_37.557-00_08_50.446.mp4,later when allen was asleep brown used her own handgun which was in her purse to shoot and kill allen,00:08:37.557,00:08:50.446
IEf4PpwwHFY-00_08_25.838-00_08_37.557.mp4,brown said that at one point in his bedroom she thought allen was reaching for a gun to kill her,00:08:25.838,00:08:37.557
IEf4PpwwHFY-00_08_04.233-00_08_25.838.mp4,in 2004 a 43-year-old man johnny allen met brown at a sonic drive in offered to pay her 150 for sex then took her to his home,00:08:04.233,00:08:25.838
IEf4PpwwHFY-00_07_54.014-00_08_04.233.mp4,she said she lived in a motel with a man who raped her and forced her to be a prostitute,00:07:54.014,00:08:04.233
IEf4PpwwHFY-00_07_36.872-00_07_45.173.mp4,haslam said the sentence was too harsh because she was a juvenile,00:07:36.872,00:07:45.173
IEf4PpwwHFY-00_07_22.190-00_07_36.872.mp4,she received clemency from former tennessee governor bill haslam r a few months ago,00:07:22.190,00:07:36.872
IEf4PpwwHFY-00_07_04.841-00_07_22.190.mp4,brown 's defense team and supporters have argued that the killing was self defense and that she was a sex trafficking victim,00:07:04.841,00:07:22.190
IEf4PpwwHFY-00_09_08.714-00_09_18.224.mp4,prosecutors said she shot allen as a part of a plan to rob him,00:09:08.714,00:09:18.224
IEf4PpwwHFY-00_16_45.629-00_16_51.467.mp4,it 's a crucial time in this year and this generation,00:16:45.629,00:16:51.467
IEf4PpwwHFY-00_11_25.850-00_11_36.570.mp4,jared shared the exchange in a vlog and showed screenshots in the comments section,00:11:25.850,00:11:36.570
IEf4PpwwHFY-00_12_03.806-00_12_12.440.mp4,boone responded that his intention is to honor king 's book,00:12:03.806,00:12:12.440
IEf4PpwwHFY-00_16_39.956-00_16_42.710.mp4,can you expand on this topic of deaf youths,00:16:39.956,00:16:42.710
IEf4PpwwHFY-00_16_24.024-00_16_39.956.mp4,you did mention in a previous discussion that it is important to support young lgbtqia that you do n't want to see them go into the wrong crowd or they might be going through hard times,00:16:24.024,00:16:39.956
IEf4PpwwHFY-00_16_18.476-00_16_24.024.mp4,it was the 26th and the next conference will be the 27th,00:16:18.476,00:16:24.024
IEf4PpwwHFY-00_16_14.139-00_16_18.476.mp4,that 's the purpose of our conferences since 1977,00:16:14.139,00:16:18.476
IEf4PpwwHFY-00_16_00.625-00_16_14.139.mp4,the conference is biannual and is to help us know more about each other through workshops meetings changing the bylaws to increase awareness of others and to be together,00:16:00.625,00:16:14.139
IEf4PpwwHFY-00_15_58.688-00_16_00.625.mp4,it was a great crowd,00:15:58.688,00:16:00.625
IEf4PpwwHFY-00_15_56.663-00_15_58.688.mp4,most were from the u.s.,00:15:56.663,00:15:58.688
IEf4PpwwHFY-00_15_52.116-00_15_56.663.mp4,some were from canada and from u.k.,00:15:52.116,00:15:56.663
IEf4PpwwHFY-00_15_48.947-00_15_52.116.mp4,101 people showed up,00:15:48.947,00:15:52.116
IEf4PpwwHFY-00_11_36.570-00_12_03.806.mp4,he told boone that he really hopes henry zaga will respect the character of nick andros and give the role to a talented deaf actor so there can be 100% authenticity,00:11:36.570,00:12:03.806
IEf4PpwwHFY-00_15_41.398-00_15_47.403.mp4,how many people went and from which states and countries,00:15:41.398,00:15:47.403
IEf4PpwwHFY-00_14_51.724-00_15_25.298.mp4,rad is a nonprofit organization established in 1977 that seeks to establish and maintain a society of deaf lesbian gay bisexual transgender queer intersex asexual and other identities to foster fellowship defend their rights and promote their social welfare,00:14:51.724,00:15:25.298
IEf4PpwwHFY-00_14_35.039-00_14_51.724.mp4,on july 16 to 21 the rainbow alliance of the deaf rad hosted a national conference in austin texas at a doubletree by hilton hotel,00:14:35.039,00:14:51.724
IEf4PpwwHFY-00_14_04.301-00_14_15.812.mp4,cad media said on twitter that there would be a meeting today between the stand team and cbs,00:14:04.301,00:14:15.812
IEf4PpwwHFY-00_13_40.443-00_13_51.288.mp4,he questioned why it could n't be the other way why not work with a deaf actor to bring out the hearing side,00:13:40.443,00:13:51.288
IEf4PpwwHFY-00_13_32.812-00_13_40.443.mp4,jared said in his vlog that he was not able to change boone 's mind,00:13:32.812,00:13:40.443
IEf4PpwwHFY-00_13_16.294-00_13_32.812.mp4,boone replied that andros role was not as simple as hiring a deaf actor and that he was sorry for the frustration,00:13:16.294,00:13:32.812
IEf4PpwwHFY-00_12_52.229-00_13_11.414.mp4,jared replied that as a deaf actor it is almost impossible for him to book a job and is very disappointed because this was a huge and rare opportunity to work with boone,00:12:52.229,00:13:11.414
IEf4PpwwHFY-00_12_34.879-00_12_52.229.mp4,boone said henry zaga is a dedicated actor have been hard at work learning asl and that there would be consultants who are deaf on set,00:12:34.879,00:12:52.229
IEf4PpwwHFY-00_12_12.440-00_12_34.879.mp4,he explained that the deaf character in his dreams and when he turns into a ghost can speak and hear so it is okay to have a hearing actor because the character is both deaf and hearing depending on whether he is asleep or awake,00:12:12.440,00:12:34.879
IEf4PpwwHFY-00_15_25.298-00_15_39.937.mp4,the daily moth did an interview with rad president paul kiel who became the new president taking over from the previous president henry carter,00:15:25.298,00:15:39.937
SI9dBcTjHvk-00_02_20.056-00_02_33.110.mp4,this recent weekend there was a severe storm that happened in east texas oklahoma and arkansas,00:02:20.056,00:02:33.110
SI9dBcTjHvk-00_02_00.578-00_02_14.675.mp4,today president trump congratulated his victory and said he looks forward to working with him for the betterment of both of our countries,00:02:00.578,00:02:14.675
SI9dBcTjHvk-00_01_51.402-00_02_00.578.mp4,former u.s. president barack obama endorsed him last week,00:01:51.402,00:02:00.578
sHcHkKChBEE-00_16_12.596-00_16_16.557.mp4,no these role models are found right here and we need to support them all,00:16:12.596,00:16:16.557
sHcHkKChBEE-00_16_06.966-00_16_12.596.mp4,most of them peak out quickly have limited expectations do n't care or do n't see any role models out there,00:16:06.966,00:16:12.596
sHcHkKChBEE-00_16_00.750-00_16_06.966.mp4,and i just wish that all deaf and hard of hearing students today would know their potential,00:16:00.750,00:16:06.966
sHcHkKChBEE-00_15_57.998-00_16_00.750.mp4,yeah you are exactly right,00:15:57.998,00:16:00.750
sHcHkKChBEE-00_15_54.662-00_15_57.998.mp4,i moved onto college and i 'm getting started with my work,00:15:54.662,00:15:57.998
sHcHkKChBEE-00_15_50.448-00_15_54.662.mp4,she 's exactly right and i 'm a result of that the educational system here,00:15:50.448,00:15:54.662
sHcHkKChBEE-00_15_47.863-00_15_50.448.mp4,that 's right and what she 's just described was perfect,00:15:47.863,00:15:50.448
sHcHkKChBEE-00_15_46.486-00_15_47.863.mp4,now that 's the deaf ecosystem,00:15:46.486,00:15:47.863
sHcHkKChBEE-00_15_43.399-00_15_46.486.mp4,this is a product of tsd,00:15:43.399,00:15:46.486
sHcHkKChBEE-00_16_19.979-00_16_23.606.mp4,this is petra horn-marsh,00:16:19.979,00:16:23.606
sHcHkKChBEE-00_15_42.274-00_15_43.399.mp4,come here toj,00:15:42.274,00:15:43.399
sHcHkKChBEE-00_15_37.894-00_15_39.062.mp4,and you 're one of them,00:15:37.894,00:15:39.062
sHcHkKChBEE-00_15_33.432-00_15_37.894.mp4,so deaf people are more likely to set up a business and that 's very interesting,00:15:33.432,00:15:37.894
sHcHkKChBEE-00_15_30.428-00_15_33.432.mp4,they should be told that they actually are more likely to do that,00:15:30.428,00:15:33.432
sHcHkKChBEE-00_15_19.418-00_15_30.428.mp4,amazing so that means those educators in the school system should be telling their kids that they can be self employed or they can set up their own businesses,00:15:19.418,00:15:30.428
sHcHkKChBEE-00_15_11.744-00_15_19.418.mp4,according to statistics about 3.8% of hearing people all over are business owners while with deaf people it 's 4.1%,00:15:11.744,00:15:19.418
sHcHkKChBEE-00_15_00.691-00_15_11.744.mp4,one thing we just learned believe it or not and i think you all should be aware of this deaf people are actually more likely to become business owners or self employed compared to hearing people,00:15:00.691,00:15:11.744
sHcHkKChBEE-00_14_57.645-00_15_00.691.mp4,deaf education is very important to our community,00:14:57.645,00:15:00.691
sHcHkKChBEE-00_14_55.394-00_14_57.645.mp4,why are you sponsoring this conference,00:14:55.394,00:14:57.645
sHcHkKChBEE-00_14_52.390-00_14_55.394.mp4,you 're one of the biggest sponsors for this conference,00:14:52.390,00:14:55.394
sHcHkKChBEE-00_15_39.062-00_15_42.274.mp4,and toj the cameraman behind the camera graduated from texas school for the deaf tsd,00:15:39.062,00:15:42.274
sHcHkKChBEE-00_14_49.053-00_14_52.390.mp4,now i 'm with leila from convo,00:14:49.053,00:14:52.390
sHcHkKChBEE-00_16_23.606-00_16_28.988.mp4,she is the co coordinator of a new concept that is emerging asl-cia,00:16:23.606,00:16:28.988
sHcHkKChBEE-00_16_34.868-00_16_37.370.mp4,with english there are standards,00:16:34.868,00:16:37.370
sHcHkKChBEE-00_18_29.942-00_18_44.288.mp4,it is a beautiful opportunity for deaf educators from across the country for them to come together from deaf schools university programs and from mainstream programs,00:18:29.942,00:18:44.288
sHcHkKChBEE-00_18_23.894-00_18_29.942.mp4,what have you seen from teachers what have you learned from the conference so far,00:18:23.894,00:18:29.942
sHcHkKChBEE-00_18_21.682-00_18_23.894.mp4,you 're a host of this conference,00:18:21.682,00:18:23.894
sHcHkKChBEE-00_18_10.005-00_18_21.682.mp4,i 'm here with claire bugen the superintendent of texas school for the deaf for 21 years but you 've worked at tsd for a total of 44 years,00:18:10.005,00:18:21.682
sHcHkKChBEE-00_18_02.623-00_18_05.541.mp4,there 's none of that and we want to do that as well,00:18:02.623,00:18:05.541
sHcHkKChBEE-00_17_58.035-00_18_02.623.mp4,there 's no step by step process and research based data via testing,00:17:58.035,00:18:02.623
sHcHkKChBEE-00_17_54.030-00_17_58.035.mp4,many asl teachers have limited resources forcing them to improvise,00:17:54.030,00:17:58.035
sHcHkKChBEE-00_17_50.486-00_17_54.030.mp4,now we have one but now where 's the curriculum,00:17:50.486,00:17:54.030
sHcHkKChBEE-00_17_48.817-00_17_50.486.mp4,where 's the standards for asl,00:17:48.817,00:17:50.486
sHcHkKChBEE-00_16_28.988-00_16_34.868.mp4,they want to start a curriculum for l1 those who learned asl as their first language,00:16:28.988,00:16:34.868
sHcHkKChBEE-00_17_40.392-00_17_48.817.mp4,it 's similar to the idea of english language arts' common core standards ccs which focuses on reading writing speaking and hearing,00:17:40.392,00:17:48.817
sHcHkKChBEE-00_17_21.330-00_17_30.007.mp4,before then we had no asl standards and we would all pitch in until gallaudet university finally released the official asl standards last year,00:17:21.330,00:17:30.007
sHcHkKChBEE-00_17_19.203-00_17_21.330.mp4,they work together developing a curriculum,00:17:19.203,00:17:21.330
sHcHkKChBEE-00_17_06.400-00_17_19.203.mp4,asl teachers come together every year during the summer and in fall before the asl rt asl round table conference that 's been hosted for quite some time now,00:17:06.400,00:17:19.203
sHcHkKChBEE-00_17_02.479-00_17_06.400.mp4,it 's a group work together comprised of teachers from all over the united states,00:17:02.479,00:17:06.400
sHcHkKChBEE-00_16_56.347-00_17_02.479.mp4,now everybody here has convened for a group discussion so can you explain what asl-cia is to everybody here,00:16:56.347,00:17:02.479
sHcHkKChBEE-00_16_42.083-00_16_56.347.mp4,yes the national asl education of hereditary language learners naslehll a 501c3 organization which asl-cia is operated under and which i hold the title of president,00:16:42.083,00:16:56.347
sHcHkKChBEE-00_16_40.456-00_16_42.083.mp4,you also hold another position,00:16:40.456,00:16:42.083
sHcHkKChBEE-00_16_39.331-00_16_40.456.mp4,right,00:16:39.331,00:16:40.456
sHcHkKChBEE-00_16_37.370-00_16_39.331.mp4,you want the same for asl as well,00:16:37.370,00:16:39.331
sHcHkKChBEE-00_17_30.007-00_17_40.392.mp4,it 's about time we have an asl standards that we can use as a checklist to identify different asl skill levels utilizing films signing discussion and presentations,00:17:30.007,00:17:40.392
sHcHkKChBEE-00_18_44.288-00_18_46.750.mp4,it 's wonderful,00:18:44.288,00:18:46.750
sHcHkKChBEE-00_14_37.333-00_14_43.673.mp4,my goal was to inspire those in attendance to start thinking about how to be more inclusive of their families,00:14:37.333,00:14:43.673
sHcHkKChBEE-00_14_28.868-00_14_35.499.mp4,by reading stories or hosting an open house at your school so they can see how we interact with our deaf and hard of hearing students,00:14:28.868,00:14:35.499
sHcHkKChBEE-00_12_46.724-00_12_48.057.mp4,right,00:12:46.724,00:12:48.057
sHcHkKChBEE-00_12_39.216-00_12_46.724.mp4,he used to be the head doaa here at texas school for the deaf but has moved on since 2017 right,00:12:39.216,00:12:46.724
sHcHkKChBEE-00_12_35.211-00_12_39.216.mp4,he is now the superintendent of atlanta area school for the deaf aasd,00:12:35.211,00:12:39.216
sHcHkKChBEE-00_12_33.001-00_12_35.211.mp4,this is john serrano,00:12:33.001,00:12:35.211
sHcHkKChBEE-00_12_29.539-00_12_30.832.mp4,stay with the light,00:12:29.539,00:12:30.832
sHcHkKChBEE-00_12_28.080-00_12_29.539.mp4,and the rest of history,00:12:28.080,00:12:29.539
sHcHkKChBEE-00_12_23.533-00_12_28.080.mp4,we got started and reached to national association of the deaf nad and they were supportive of the idea,00:12:23.533,00:12:28.080
sHcHkKChBEE-00_12_21.197-00_12_23.533.mp4,that intrigued me and we agreed to just do it,00:12:21.197,00:12:23.533
sHcHkKChBEE-00_12_17.193-00_12_21.197.mp4,a conference for teachers we need one of these,00:12:17.193,00:12:21.197
sHcHkKChBEE-00_12_48.057-00_12_54.148.mp4,h gave a keynote presentation yesterday about redefining family inclusion,00:12:48.057,00:12:54.148
sHcHkKChBEE-00_12_15.985-00_12_17.193.mp4,okay tell me more,00:12:15.985,00:12:17.193
sHcHkKChBEE-00_12_05.182-00_12_09.687.mp4,i would explain so many times then i brought up the idea of hosting a conference an idea that everybody else was supportive of,00:12:05.182,00:12:09.687
sHcHkKChBEE-00_12_03.806-00_12_05.182.mp4,they would ask me what other schools were doing,00:12:03.806,00:12:05.182
sHcHkKChBEE-00_11_54.171-00_12_03.806.mp4,i had this observation where i knew that teachers from all over during my travels providing advocacy and trainings these teachers would come up to me wishing they had resources about what other schools were doing,00:11:54.171,00:12:03.806
sHcHkKChBEE-00_11_49.667-00_11_54.171.mp4,"it was a fairly busy conference that had about 800 or 1,000 in attendance",00:11:49.667,00:11:54.171
sHcHkKChBEE-00_11_38.322-00_11_49.667.mp4,sure alex this is how i first thought of the idea and it was when i went to an ehdi conference early hearing detection intervention which focuses on providing resources on newly identified deaf babies,00:11:38.322,00:11:49.667
sHcHkKChBEE-00_11_33.192-00_11_38.322.mp4,can you explain why you felt it was so crucial to have this type of conference,00:11:33.192,00:11:38.322
sHcHkKChBEE-00_11_30.855-00_11_33.192.mp4,... of the national deaf education conference ndec which was 5 years ago right,00:11:30.855,00:11:33.192
sHcHkKChBEE-00_11_30.398-00_11_30.855.mp4,yes,00:11:30.398,00:11:30.855
sHcHkKChBEE-00_11_25.643-00_11_30.398.mp4,this is tawny and she 's one of the cofounders ...,00:11:25.643,00:11:30.398
sHcHkKChBEE-00_12_09.687-00_12_15.985.mp4,i made sure to keep this in mind then at the next conference pj graham came up to me saying he wanted to host a conference too,00:12:09.687,00:12:15.985
sHcHkKChBEE-00_14_35.499-00_14_37.333.mp4,these were some of the ideas i threw out there,00:14:35.499,00:14:37.333
sHcHkKChBEE-00_12_54.148-00_12_57.400.mp4,can you summarize what your presentation was about,00:12:54.148,00:12:57.400
sHcHkKChBEE-00_13_03.948-00_13_11.248.mp4,my mom worked at american school for the deaf as a family liaison and worked closely with hispanic speaking family,00:13:03.948,00:13:11.248
sHcHkKChBEE-00_14_27.740-00_14_28.868.mp4,we need to model,00:14:27.740,00:14:28.868
sHcHkKChBEE-00_14_24.572-00_14_27.740.mp4,often we assume that these families know what to do,00:14:24.572,00:14:27.740
sHcHkKChBEE-00_14_22.318-00_14_24.572.mp4,it can serve as a model,00:14:22.318,00:14:24.572
sHcHkKChBEE-00_14_17.605-00_14_22.318.mp4,i wanted to give different ideas of how we can be inclusive of our families in a non traditional way,00:14:17.605,00:14:22.318
sHcHkKChBEE-00_14_14.352-00_14_17.605.mp4,these families need to feel welcome and that 's what i emphasized a lot in my presentation,00:14:14.352,00:14:17.605
sHcHkKChBEE-00_14_08.471-00_14_14.352.mp4,it 's not just what we say but also there 's our body language and the action behind your words,00:14:08.471,00:14:14.352
sHcHkKChBEE-00_14_06.177-00_14_08.471.mp4,we need to think about we can serve them,00:14:06.177,00:14:08.471
sHcHkKChBEE-00_14_00.172-00_14_06.177.mp4,think about different kinds of families they could be hearing deaf families and non-english speaking families,00:14:00.172,00:14:06.177
sHcHkKChBEE-00_13_59.193-00_14_00.172.mp4,feel like we 're hospitable,00:13:59.193,00:14:00.172
sHcHkKChBEE-00_12_57.400-00_13_03.948.mp4,sure i presented about family inclusion which is really based on my experience growing up as a deaf person and how my hearing parents were involved in my life,00:12:57.400,00:13:03.948
sHcHkKChBEE-00_13_58.461-00_13_59.193.mp4,do they feel welcome,00:13:58.461,00:13:59.193
sHcHkKChBEE-00_13_45.865-00_13_53.039.mp4,also i talked about communication and supporting each other knowing their stories and building a welcoming environment,00:13:45.865,00:13:53.039
sHcHkKChBEE-00_13_44.240-00_13_45.865.mp4,that 's one of the things i talked about,00:13:44.240,00:13:45.865
sHcHkKChBEE-00_13_39.527-00_13_44.240.mp4,the bottom line really is all students need to have access to language,00:13:39.527,00:13:44.240
sHcHkKChBEE-00_13_33.520-00_13_39.527.mp4,their experiences help reframe how we work with students and their families,00:13:33.520,00:13:39.527
sHcHkKChBEE-00_13_31.351-00_13_33.520.mp4,each family has their own stories,00:13:31.351,00:13:33.520
